title,company,location,created,category,salary_min,salary_max,contract_type,description,source
Responsable data achats (H/F),SOCOMEC,67 - BENFELD,2025-05-05T17:55:53.564Z,M1405,,,CDI,"Au sein de notre entreprise, la gestion des données est un enjeu stratégique permettant d'améliorer la qualité de l'information et d'optimiser les processus décisionnels. 
Nous recherchons un Responsable Data Achats Groupe pour animer la gouvernance data, déployer des actions d'amélioration continue et garantir la fiabilité des données achats.
Vos missions principales :
- Animer la Gouvernance Data Management : vous définissez l'architecture des données, assurez leur cycle de vie et garantissez leur qualité à travers des indicateurs et des processus de remédiation.
- Mettre en place une activité d'amélioration continue : vous animez une communauté de Key User Achat internationaux, collectez et priorisez les problématiques liées à la donnée, et déployez des chantiers d'amélioration des processus de gestion des données Achats.
- Définir les spécifications fonctionnelles pour les équipes informatiques : vous assurez le suivi des projets liés à la gestion des données et êtes Product Owner des outils associés.
- Garantir la qualité et la fiabilité des données de notre Système d'Information Achat, composés d'outils tels que ERP, SRM, BI, IA ou encore RPA.
- Apporter un support aux activités transverses du Groupe, en lien avec les thématiques Data, notamment dans le cadre des projets PLM impliquant les Achats.

VOTRE PROFIL 

Vous êtes diplômé d'un Bac +5 en Achats, Informatique ou Data Management et justifiez de 10 ans d'expérience dans le domaine des Achats ou Supply Chain, avec idéalement une expertise en gouvernance des données ou en Business Intelligence appliquée aux Achats. Vous maîtrisez les outils de gestion de données et avez une bonne compréhension des enjeux liés à la qualité et à la fiabilité des informations. 
Doté d'un excellent sens de l'analyse, vous êtes rigoureux et capable de travailler de manière transversale avec des interlocuteurs à différents niveaux. Votre aptitude à expliquer des concepts complexes et à former les collaborateurs constitue un atout majeur pour ce poste. Vous évoluez aisément dans un environnement multiculturel et faites preuve de leadership.
La maîtrise de l'anglais (niveau B2/C1) est indispensable pour interagir dans un contexte international.

Référence : 17111",API Pôle Emploi
INGENIEUR COMPUTER VISION JUNIOR (H/F),TENEVIA,38 - MEYLAN,2025-06-04T14:11:47.663Z,M1405,,,CDI,"Conception, développement et optimisation de solutions d'analyse vidéo intelligente, notamment
basées sur des techniques d'intelligence artificielle, dans les domaines de l'eau, de l'énergie et
de l'environnement
- Participation à l'amélioration continue des produits existants basés sur du traitement embarqué
(Edge computing) sur des caméras de vidéo-surveillance
- Réalisation de développements spécifiques pour nos clients et conception de nouveaux produits,
rôle central de la preuve de concept à la phase d'industrialisation
- Participation aux activités de déploiement, de maintenance et de support
- Contribution à la structuration transversale de pratiques de gestion du cycle de vie des solutions
machine learning (MLOps)
- Participation à la veille technologique active sur les nouvelles méthodes, frameworks et outils IA
Au sein d'une équipe expérimentée d'une dizaine de personnes : développeurs ; experts en
traitement d'images, intelligence artificielle, mathématiques appliquées, modélisation
numérique, hydrologie, hydrométrie et hydraulique.
- Dans une entreprise faisant partie d'un groupe spécialisé dans la donnée environnementale et
l'intelligence artificielle ;
- Basé dans un cadre de travail agréable à Meylan (38).",API Pôle Emploi
Responsable du Pôle données (H/F),MINISTERE DE L'INTERIEUR,75 - PARIS 12,2025-05-30T15:20:54.283Z,M1405,,,CDI,"Rejoignez l'Inspection générale de l'administration (IGA) pour porter la transformation data de l'État !

L'IGA est l'un des trois corps d'inspection interministériels de l'État (aux côtés de l'IGF et de l'IGAS). Rattachée directement au ministre de l'Intérieur, elle conduit des missions d'audit, de contrôle, de conseil et d'évaluation sur l'ensemble des domaines d'action du ministère (sécurité intérieure, libertés publiques, immigration, administration territoriale, etc.). Elle intervient également à la demande du Premier ministre ou d'autres membres du gouvernement pour évaluer des politiques publiques interministérielles. Elle regroupe environ 70 inspecteurs (préfets, hauts fonctionnaires, cadres dirigeants.).

Dans un contexte de modernisation de l'action publique, l'IGA engage une transformation profonde de ses méthodes en créant un Pôle données. Sa mission : exploiter la puissance de la data science pour éclairer les décisions publiques, améliorer l'efficacité des politiques de l'État et détecter, par exemple, des schémas de fraudes. Nous recrutons le(la) Responsable de ce nouveau Pôle données.

Ce poste stratégique vous positionne au plus près de la direction de l'IGA et des inspecteurs généraux. Vous pilotez la conception du Pôle (vision stratégique, gouvernance, outillage, recrutement) et développez les premiers outils concrets, en lien avec les directions métiers, la DTNUM, l'INSEE, ou d'autres inspections générales.

Vos missions principales :
- Définir et mettre en œuvre la feuille de route du Pôle ;
- Déployer des solutions algorithmiques répondant aux besoins métiers ;
- Créer les premières applications concrètes en data science pour l'IGA ;
- Animer la gouvernance data avec les partenaires internes et externes ;
- Accompagner la montée en compétence des agents sur les sujets data ;
- Agir comme référent stratégique et technologique sur les sujets IA/data ;
- Assurer le pilotage, le reporting et la valorisation des résultats produits.

Ce que vous y gagnerez :
Un poste à fort impact, au cœur des missions régaliennes de l'État, dans un environnement stimulant : diversité des thématiques, fort niveau d'autonomie, interaction avec des interlocuteurs de haut niveau. Vous consoliderez vos expertises techniques, stratégiques et relationnelles tout en contribuant à la transformation numérique du service public.

Profil recherché :
- Diplômé(e) en ingénierie/data science avec 10 ans d'expérience minimum ;
- Maîtrise des outils et méthodes de data science et d'analyse algorithmique ;
- Solide expérience en gestion de projets SI et exploitation de données massives ;
- Forte capacité d'adaptation, sens politique, goût du service public ;
- Autonomie, créativité, force de proposition, rigueur et curiosité.

Conditions de travail attractives :
- Poste basé à Paris 12e (Bercy Village), avec un déménagement prévu à Nation début 2027 ;
- Ouvert aux fonctionnaires, contractuels en CDI ou CDD ;
- 27 jours de congés + 15 jours de RTT, cantine, crèche, salle de sport, complémentaire santé, formations, action sociale ;

Rémunération selon profil et expérience ;
Prise de poste souhaitée au 1er septembre 2025.

Processus de recrutement :
Si votre profil est retenu, un premier entretien téléphonique sera organisé avec Frédéric Pichon (adjoint au chef de service) et Sarah Devoucoux (secrétaire générale), suivi d'échanges avec le chef du service et un comité de sélection (entretien + étude de cas).

Pourquoi rejoindre l'IGA ?
Vous contribuerez à renforcer la souveraineté numérique de l'État et à repenser l'efficacité des politiques publiques à un niveau stratégique. Le ministère de l'Intérieur promeut la diversité, l'égalité professionnelle et la non-discrimination dans tous ses recrutements.",API Pôle Emploi
Ingénieur IA (H/F),AMILTONE,13 - Aix-en-Provence,2025-05-21T09:53:27.624Z,M1405,,,CDI,"Intégré à nos équipes sur notre Factory ou chez nos clients, vous interviendrez en tant qu'Ingénieur IA. 

Vos missions sont les suivantes : 

- Assurer le bon fonctionnement et l'amélioration continue de la performance de notre modèle IA. 
- Intégrer de nouvelles sources de données anonymisées pour enrichir le modèle. 
- Appliquer des concepts d'OCR pour renforcer les capacités de notre modèle IA. 
- Améliorer les prompts et testez les nouveaux modèles IA disponibles. 
- Concevoir et mettre en œuvre des prototypes pour tester la faisabilité et mesurer l'impact des solutions IA. 
- Développer et optimisez les pipelines d'entraînement, de fine-tuning et d'évaluation des modèles. 
- Assurer une veille technologique continue sur les avancées en intelligence artificielle, notamment dans le domaine des modèles de langage.

Les compétences requises : 

Vous concevez et entraînez des modèles de Deep Learning avec passion et expertise. 
Vous maîtrisez les architectures et modèles existants, notamment en traitement du langage. 
Vous avez d'excellentes capacités de communication et savez expliquer des concepts techniques de façon claire à un public non expert. 
Vous travaillez de manière autonome, tout en étant proactif(ve) et enthousiaste dans la collaboration. 
Vous maîtrisez Python, PyTorch et SQL. 
Vous appliquez des techniques avancées de prompt engineering pour optimiser les performances. 
Vous êtes familier(e) avec les environnements Azure et Azure OpenAI.",API Pôle Emploi
CHARGE D'APPUI AU PILOTAGE DES ACTIVITES H/F,,974 - ST DENIS,2025-06-05T14:14:14.801Z,M1405,,,CDD - 6 Mois,"Vos missions: 
- Administrer les outils et applicatifs 
- Animer des réunions / ateliers / événements
- Concevoir des outils de pilotage, indicateurs, tableaux de bord
- Manager un projet, une action, une démarche
- Piloter la relation partenaires / fournisseurs
- Réaliser le suivi des activités et des projets du service ou de la direction
- Utiliser les applicatifs métier, outils et logiciels 


















",API Pôle Emploi
CHARGE DE  MISSION MODELISATION (H/F),SFIL,75 - PARIS 15,2025-05-21T12:33:58.604Z,M1405,,,CDI,"Dans le cadre de l'optimisation de la stratégie de couverture des risques de marché de la banque (change et liquidité), nous proposons un CDD d'une durée de (6) mois, pour le déploiement d'un outil permettant au Front Office et l'ALM de quantifier et couvrir les risques de marché de certains dossiers de crédit en Euro et devise. Pour ce faire, il sera nécessaire de :
- Constituer pour la direction ALM et Marchés Financiers une base de données de marché (y compris le suivi des abonnements)
- Mettre en place les outils en prenant en compte ces évaluations au regard des spécificités de chaque dossier de crédit concerné
- Documenter la modélisation en suivant les guidelines Sfil et participer aux démarches nécessaires à la validation de l'outil par la Direction Validation Marché.

L'accueil se fera au sein de l'équipe « Modèles, Projets et Support » (MPC) qui est en charge au sein de la Direction ALM et Marchés Financiers de :
- La modélisation mathématique des produits dérivés traités par la banque pour la couverture des risques de marché
- La mise à disposition d'outils d'aide à la décision pour couvrir ces risques de marché aux opérateurs de marché",API Pôle Emploi
Chargé des risques / contrôleur de la qualité des données H/F (H/F),LES NOUVEAUX HERITIERS,30 - Nîmes,2025-05-12T12:06:12.062Z,M1405,,,CDI,"L'ENTREPRISE, CE QUI FAIT SA DIFFÉRENCE

Notre entreprise partenaire assure de nombreux acteurs de l'immobilier.
Son atout majeur est son positionnement premium et hyperspécialisé.
Elle présente de nombreux avantages notamment financiers.


LE CHALLENGE QU'ELLE VOUS PROPOSE

Type de contrat : CDI
Managé(e) par le Responsable de la Gestion des Risques dans un contexte stimulant et dynamique, vous aurez pour mission de :

-Définir, formaliser et piloter la gouvernance ainsi que la politique de qualité des données
-Coordonner de manière transversale les actions de gestion de la qualité des données
-Identifier, analyser et suivre les risques liés à la qualité des données, formuler des recommandations
-Mener des actions pédagogiques auprès des métiers sur les enjeux et bonnes pratiques de la qualité des données



-Formation : Master en statistiques, data science, finance, gestion des risques ou équivalence (une formation complémentaire en gouvernance ou gestion des données serait un plus)
-Expérience : 3 à 5 ans d'expérience dans un poste similaire, idéalement dans le secteur de l'assurance
-Compétences : Expérience démontrée dans la qualité des données, en particulier en lien avec la réglementation Solvabilité II -  Appétence pour les outils de gestion de qualité des données",API Pôle Emploi
Gestionnaire DMI - H/F (H/F),CLINIQUE DE L'ATLANTIQUE,17 - PUILBOREAU,2025-04-04T14:49:09.382Z,M1405,,,CDI,"La Clinique de l'Atlantique, située à Puilboreau, à seulement 10 minutes à vélo du Vieux-Port de La Rochelle, recherche un(e) gestionnaire de DMI à temps plein en CDD pour 1 mois minimum. Vous rejoindrez une équipe dynamique de 2 pharmaciens, 4 préparatrices en pharmacie, 2 gestionnaires DMI, 1 apprenti préparatrice et 1 magasinier.
Le gestionnaire des dispositifs médicaux implantables (DMI) travaille en collaboration avec les équipes du bloc (chirurgiens, chef de bloc, infirmières de bloc) et la stérilisation.
Il assure la gestion, l'approvisionnement, le contrôle, la stockage et la dispensation des DMI.

Vos missions principales seront les suivantes :
- Gestion et traçabilité des DMI : suivi des poses de prothèses, mise à jour des stocks et réapprovisionnements
- Gestion des commandes et de l'approvisionnement via le logiciel Generix (passation, suivi, réception)
- Gestion des nouveaux référencements en lien avec les fournisseurs et l'équipe médicale
- Suivi des dispositifs médicaux périmés
- Interface avec la comptabilité et la facturation : transmission des dossiers pour facturation, validation des factures, gestion des relances et des litiges

Vous serez en charge de la gestion des instruments médicaux prêtés par les fournisseurs pour les interventions chirurgicales :
- Réception des instruments de prêt en lien avec les besoins des chirurgiens
- Préparation des kits chirurgicaux avant intervention
- Coordination avec le service de stérilisation pour garantir la conformité des instruments
- Retour des instruments aux fournisseurs après utilisation, avec suivi administratif

Profil recherché :
- Diplôme de Préparateur en Pharmacie avec expérience en milieu hospitalier
- Maîtrise de l'outil informatique
- Qualités requises : esprit d'équipe, rigueur, autonomie, organisation et bon relationnel

Conditions & Avantages :
Poste à pourvoir dès que possible
Rémunération selon votre expérience et la Convention collective nationale de l'hospitalisation privée.
Restaurant d'entreprise
Parking d'entreprise",API Pôle Emploi
Data scientist (H/F),,06 - NICE,2025-06-07T21:44:03.000Z,M1405,,,Contrat à durée indéterminée,"En tant qu&#039;organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises &amp; organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l&#039;un de nos forums. L'entreprise Apside recherche actuellement des profils :  ? Découvrez la Vie Apsidienne ? et vous aussi, devenez Apsidienstrong>On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l'ESN qu'il vous faut, mais on préfère que vous le découvriez vous-mêmes ?? ? Découvrez votre future missionstrong> ? Contexte Collaborateur(rice) Apsidien(ne) de l'agence de Sophia-Antipolis, vous accompagnez l'un de nos clients en tant que Data Scientist (F/H).? Mission Intégré(e) au sein d'une équipe Agile, vous accompagnerez différents métiers portant les projets afin de s'assurer de la pertinence de la modélisation et de la cohérence des résultats.Cadrage des sujets,Préparation des bases de données, engineering des features,Ecritures et tuning des modèles de ML,Préparation à l'industrialisation sous forme de projets? Localisation Technopôle de Sophia-AntipolisTélétravail hybride? Le package salarial que nous vous proposons // Contrat : CDIRémunération : selon profil(D'abord on échange, on comprend vos compétences/aspirations professionnelles et ensuite on s'entend sur le salairep>Avantages groupe : carte ticket restaurant Swile, prime de mobilité, RTT, accord télétravail, Mutuelle, prime de cooptation.Formation : certifications techniques, cours particuliers d'anglais en interne, accès à un catalogue de formations grâce à notre plateforme en e-learning (Academy by Apside) ou via nos organismes partenairesp>",API Pôle Emploi
Data Scientist - Consultant en Optimisation de Systèmes d'Information Bancaire (H/F),,44 - NANTES,2025-06-07T20:49:53.000Z,C1202,,,Contrat à durée indéterminée,"En tant qu&#039;organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises &amp; organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l&#039;un de nos forums. L'entreprise Inetum recherche actuellement des profils :  Description de l'entrepriseInetum est un leader européen des services numériques. Pour les entreprises, les acteurs publics et la société dans son ensemble, les  consultants et spécialistes du groupe visent chaque jour l'impact digital : des solutions qui contribuent à la performance, à l'innovation et au bien commun.Présent dans 19 pays au plus près des territoires, et avec ses grands partenaires éditeurs de logiciels, Inetum répond aux enjeux de la transformation digitale avec proximité et flexibilité.Porté par son ambition de croissance et d'industrialisation, Inetum a généré en  un chiffre d'affaires de 2,5 milliards dp>Pour répondre à un marché en croissance continue depuis plus de 30ans, Inetum a fait le choix délibéré de se recentrer sur 4 métiers afin de gagner en puissance et proposer des solutions sur mesure, adaptées aux besoins spécifiques de ses clients : le conseil (Inetum Consulting), la gestion des infrastructures et applications à façon (Inetum Technologies), l'implémentation de progiciels (Inetum Solutions) et sa propre activité d'éditeur de logiciels (Inetum Software). Inetum a conclu des partenariats stratégiques avec 4 grands éditeurs mondiaux - Salesforce, ServiceNow, Microsoft et SAP et poursuit une stratégie d'acquisitions dédiée afin d'entrer dans le top 5 européen sur ces technologies et proposer la meilleure expertise à ses clients.Tous nos postes sont ouverts aux personnes en situation de handicap.Description du posteNous recherchons un consultant expérimenté pour intervenir chez un client majeur dans le secteur bancaire. Vous serez chargé d'analyser et d'optimiser le système d'information général, en vous concentrant sur l'ensemble des applications utilisateurs et clients.Contexte :
La solution RAG connectée à la base KM est actuellement en place. Il est crucial de mesurer la qualité des réponses générées et d'identifier les leviers d'optimisation pour une meilleure pertinence.Objectif de la mission :
Analyser la performance de la chaîne RAG et proposer des axes d'amélioration pour accroître la pertinence, la complétude et la cohérence des réponses.QualificationsActivités principales :Définir un protocole d'évaluation de la qualité des réponses (metrics, cas d'usage).Effectuer des tests sur différentes stratégies de chunking et embeddings.Analyser l'impact des filtres par métadonnées sur la pertinence.Proposer des ajustements sur le retrieval (top-k, regroupement de chunks).Tester différents prompts ou templates d'appel LLM.Mettre en place un tableau de bord de suivi de performance.Proposer des stratégies de reranking ou scoring avancé.Documenter les tests et les recommandations d'amélioration.Profil recherché :Expérience significative dans l'analyse et l'optimisation de systèmes d'information, idéalement dans le secteur bancaire.Compétences en gestion de bases de données et en intelligence artificielle.Capacité à travailler de manière autonome et à proposer des solutions innovantes.Excellentes compétences en communication et en documentation.Informations supplémentairesPourquoi nous rejoindre ?
Vous aurez l'opportunité de travailler sur des projets stratégiques au sein d'une institution bancaire de premier plan, en contribuant directement à l'amélioration de la qualité des services offerts aux utilisateurs et clients.Si vous êtes passionné par le développement mobile et souhaitez relever ce défi, nous vous invitons à postuler dès maintenant.Nous sommes impatients de découvrir votre candidature et de vous rencontrer pour discuter de cette opportunité.Notre processus de recrutement est conçu pour être transparent et équitable pour tous les candidats. Il comprend généralement une première étape de sélection de CV, suivie d'un entretien téléphonique avec un recruteur. Les candidats retenus seront ensuite invités à un entretien avec le responsable du poste.",API Pôle Emploi
